% Version:            COMSOL 5.3.1.201
% x                       y                        u (m/s)                  v (m/s)                  p (Pa)
0.9827081272760465        0.003424216271653725     0.536123656904281        -0.08651206951514938     1.2740788885199237
0.9829004706529517        0.0033931786138173188    0.5345839180954544       -0.08626360821063776     1.2775366233036651
0.9828344509183177        0.0035859714622068968    0.535590646146516        -0.0849678516145055      1.2758782508273192
0.9831081982512866        0.003359658467587        0.5329025897504361       -0.0859923013874642      1.281118538420151
0.9830378405572641        0.0035589433015447837    0.5339714274713474       -0.08464338025589173     1.2794701919834068
0.9905861798243759        0.002169795616077899     0.4550515644831942       -0.07049485850720462     1.503231043366294
0.9907595066529282        0.0021429444717843216    0.45262668511472864      -0.07011923806477914     1.5104913469691272
0.9906979580552466        0.0023162381082888965    0.45422619485581356      -0.06807667999521776     1.5066547420585479
0.9825016458330864        0.003457535330928246     0.5377586824729963       -0.0867758766543482      1.270386091048554
0.9826332404896374        0.0036240681002324554    0.5372053449312516       -0.08519979673100704     1.2722390345428598
0.9833373840495885        0.003322675700084883     0.5310250488079277       -0.08568933046571447     1.2850771809094599
0.9832582779125012        0.0035375336635342625    0.5322182488459272       -0.08422614841203756     1.2833009374634408
0.9903972844099774        0.0021990585874872657    0.4576478036880052       -0.07089709639107446     1.4959722850439874
0.9905157161066773        0.002350545972996488     0.45677289707172447      -0.06842836038247418     1.4991624074505274
0.9901887349709362        0.0022313662869173486    0.46046002090420995      -0.07133259384541533     1.4883269566798527
0.9903190703877183        0.0023940473519810466    0.4595002111815056       -0.06871909566689988     1.4915046593674817
0.9909434430243377        0.0021144497367753348    0.4500073864351941       -0.06971346600456214     1.5183410977265017
0.9908799939611233        0.002292425931875988     0.4516854881544388       -0.0675791615794199      1.5144137170690763
0.9822738349176441        0.00349429623925098      0.53954162367333         -0.08706370040724361     1.2661371750386012
0.9824178008414156        0.003672158580389369     0.5389347023872605       -0.08539166085495287     1.2682132957233911
0.9835902446736187        0.003281872623549441     0.528925252251522        -0.0853504958601024      1.289384236720589
0.9835014646539523        0.0035166610552327068    0.5302676346269449       -0.08373633473706722     1.2874347257529564
0.9899584865625091        0.0022670355095626635    0.46350017384743314      -0.07180414375314824     1.4807060944519292
0.9901021762459754        0.002443677904991566     0.4624549836300314       -0.06901672077961024     1.483693200155943
0.9911465174462274        0.002082990206533908     0.447059298175246        -0.06925676321149585     1.5276683695702309
0.9910758595369537        0.002274269422155215     0.4489382839604447       -0.06693038463001046     1.5232191716498578
0.9820224912014686        0.00353485453861903      0.5414836482087226       -0.08737663157733938     1.2612136236181521
0.9821808762771015        0.003727260049123644     0.5408196942469825       -0.08558550721181056     1.263706293739837
0.9838692257259302        0.0032368546011781714    0.5265728496450667       -0.08497089666122663     1.2940696971257084
0.9837703251023786        0.0034948175780451563    0.5280842512091577       -0.08317429267422478     1.291935368867735
0.9894236270672567        0.0023498939429844063    0.4703091908634795       -0.07286543867668473     1.4670306521495513
0.9897042814693338        0.0023064160122466303    0.4667808277297511       -0.0723100785041652      1.4732664478312734
0.9895986969264335        0.0025598135488770733    0.46907677516766993      -0.06968861837699264     1.4684224441321556
0.9898627986808975        0.0024989337245167284    0.4656450526010411       -0.06933691910125366     1.4761374286713262
0.9913707211777136        0.002048257402642146     0.4437328410671631       -0.06874142924324837     1.5385637449221183
0.9912913883785865        0.002256733999614632     0.4458672504494345       -0.06616220300069466     1.533342838074429
0.9817451837531493        0.003579602498413146     0.5435951441167246       -0.08771910093076711     1.255488602548694
0.9819197513592092        0.0037890338363748602    0.5428729779298987       -0.08579082046480323     1.2584222679814003
0.9841770254391005        0.0031871862303029354    0.5239323734618022       -0.08454482715765599     1.2991767418981812
0.9840678192733018        0.00347139567386268      0.5256322365357052       -0.08253239290438079     1.296860191074719
0.9891137713817489        0.0023978956273816663    0.4741093185060248       -0.07342025445932471     1.4617797703708149
0.9893075171236001        0.002624468215798751     0.47274398710352017      -0.07010141951494155     1.4634228981639608
0.991618252662696         0.0020099107503900155    0.4399685477829734       -0.06815830405136047     1.5512595723271299
0.991529449032826         0.002238336988820157     0.44240397336771836      -0.06527260734875218     1.5450735505666067
0.9814392305267718        0.00362897290932638      0.5458908132698432       -0.08808287499677271     1.247991867568435
0.9816318161397781        0.0038574218274239854    0.5451068141854899       -0.08601411776470848     1.252546971867017
0.9845166207723427        0.0031323871312873945    0.5209619147550864       -0.08406546339684463     1.3047369363302481
0.9843970208823825        0.00344570432642691      0.5228709337227263       -0.08180194959511779     1.3022557624894768
0.9887716761032475        0.0024508917489971735    0.4781303957323459       -0.07417373013783228     1.4650691970978909
0.98898559152931          0.002701109550050991     0.4766802633043166       -0.0705031421277934      1.453874185500033
0.9918915390868399        0.0019675742392483223    0.4356950065735255       -0.0674961353610312      1.5661744977473375
0.9917927957026574        0.002218688903358206     0.4384797413140011       -0.06424250195290725     1.5588275590287053
0.9811016724218669        0.0036834432692031674    0.5483704930013099       -0.08850884295496592     1.2388606918550913
0.9813145136429267        0.00392926562306453      0.5475255695809659       -0.08628332038917864     1.243990108213092
0.9848912962038818        0.00307192730141995      0.517611543003003        -0.0835249830256543      1.310910426509384
0.9847601102051128        0.0034156298466146394    0.5197580019108664       -0.08098691437977455     1.3081085478056487
0.9883939867948155        0.0025094019646605273    0.48250338451123315      -0.07434261685023807     1.492164204472077
0.9886301705026967        0.0027857251945261003    0.4808268239483848       -0.07095580828918004     1.4694666241985714
0.9921932601774981        0.001920832735873802     0.43082482363019575      -0.06674212676218517     1.5838047863621318
0.9920837326018463        0.0021967686847136655    0.43401907028177583      -0.06306010247103704     1.5750403587613635
0.9807292446637543        0.003743540401275338     0.551086485368419        -0.08884777025660427     1.2222830801438709
0.9809640632222504        0.004015090617458693     0.5501867286113408       -0.08652869886230709     1.237716983355197
0.9803183452274878        0.00380984554945986      0.5539540762934031       -0.08969831523453335     1.1805900446995048
0.9805774234741693        0.004109792749280223     0.5531203703442631       -0.08679415656147559     1.2127525033205766
0.9853046754975809        0.0030052219888642155    0.5138220354106269       -0.08291290431061973     1.3176029690690774
0.9851551296375949        0.0033751871644085068    0.5162681964133683       -0.08013760189953134     1.3145379673534363
0.9857536923315243        0.002932765993347448     0.5095895345319018       -0.08223214189442818     1.3246145486259109
0.9855867010438161        0.003327040129275297     0.5123417685782742       -0.07921238053367428     1.3213431460046154
0.9862045386060296        0.0028600147885487004    0.5052113738380061       -0.08151695295831783     1.330618461522534
0.986036407413767         0.003269388460750363     0.5081046999256794       -0.07827855225918288     1.3285465293803573
0.9866522710785979        0.0027877660451325493    0.5007270045628638       -0.08082788577492958     1.3358788014847323
0.9864876796734113        0.0032032534055468544    0.5036859931706376       -0.0773768852676075      1.3339579158789012
0.9870969112549234        0.0027160162928137332    0.4961306395796284       -0.07995206724311711     1.3310144265579442
0.9869364812626676        0.0031301431893252917    0.49910509544229537      -0.07650417438800261     1.3421132092077686
0.9875384804921707        0.0026447620852746976    0.49131355464489307      -0.07969651961043249     1.3123460786592154
0.9873809811167308        0.0030505745796786097    0.4943361818156183       -0.07562677055088117     1.3306491162041796
0.9879770000000001        0.002574                 0.48684728077597367      -0.07698031877690369     1.3885489476835993
0.9878175298401252        0.00296538892698887      0.4892038454931222       -0.0744467090912388      1.3559889621570138
0.9882377216656743        0.002876908438097287     0.4848365981599297       -0.07179055806260003     1.4393635900812134
0.9925263744799504        0.0018692279134922781    0.4252489137149536       -0.06587649255142232     1.60446019929127
0.9924050707041523        0.00217261418613932      0.4289312569248294       -0.06169009650248792     1.5942201410356602
0.979865                  0.003883                 0.5571338984376341       -0.0887103745829244      1.2595616088951038
0.9801510607212098        0.004214456638566121     0.5566388259619791       -0.08681956402951559     1.2187886782346837
0.9928941483676024        0.001812253757747166     0.41883038824358687      -0.06488921995522795     1.6293297870112333
0.9927606238344578        0.0021480662821188406    0.4231049419068684       -0.06005431632696261     1.6167143304161102
0.9793795514797177        0.003959232009032639     0.5609307230390898       -0.08776843602213961     1.306498757798641
0.9796847568318408        0.004325653876226344     0.5602351270035676       -0.08548992956378355     1.2784492959049751
0.9985843126619856        0.0010150563495952777    0.2503590714546154       -0.03218928202536296     3.687041496551179
0.9988843154712702        9.76476209150357E-4      0.22944709421841758      -0.029493273000301374    4.305743901097459
